#Entry	Entry name	Length	Organism
E7R7R2	KEX1_OGAPD	610	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha)
C1G2I2	KEX1_PARBD	635	Paracoccidioides brasiliensis (strain Pb18)
Q0USX0	KEX1_PHANO	642	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)
A5DAT0	KEX1_PICGU	656	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)
O60123	KEX1_SCHPO	510	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
B8M719	KEX1_TALSN	624	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)
C4JTD3	KEX1_UNCRE	638	Uncinocarpus reesii (strain UAMH 1704)
Q4P8U8	KEX1_USTMA	657	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)
E7NHF8	KEX1_YEASO	738	Saccharomyces cerevisiae (strain FostersO) (Baker's yeast)
C5DT72	KEX1_ZYGRC	684	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229) (Candida mogii)
C5GC75	KEX1_AJEDR	638	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)
D4B5L8	KEX1_ARTBC	596	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)
B0XQ16	KEX1_ASPFC	632	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)
Q0CCR9	KEX1_ASPTN	625	Aspergillus terreus (strain NIH 2624 / FGSC A1156)
Q2GYB7	KEX1_CHAGB	643	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)
E3QDT3	KEX1_COLGM	622	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)
E6R6G5	KEX1_CRYGW	687	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus)
E5R540	KEX1_LEPMJ	641	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)
Q1K722	KEX1_NEUCR	659	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
C0SGJ2	KEX1_PARBP	635	Paracoccidioides brasiliensis (strain Pb03)
D0MVS1	KEX1_PHYIT	597	Phytophthora infestans (strain T30-4) (Potato late blight fungus)
B2B762	KEX1_PODAN	585	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)
B6K7U7	KEX1_SCHJY	522	Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast)
C9S688	KEX1_VERA1	635	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)
C5MFP8	KEX1_CANTT	707	Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast)
C5P635	KEX1_COCP7	641	Coccidioides posadasii (strain C735) (Valley fever fungus)
C4QZV7	KEX1_KOMPG	623	Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris)
C5DLM9	KEX1_LACTC	745	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans)
E9E1Z2	KEX1_METAQ	616	Metarhizium acridum (strain CQMa 102)
C7YRS6	KEX1_NECH7	613	Nectria haematococca (strain 77-13-4 / ATCC MYA-4622 / FGSC 9596 / MPVI) (Fusarium solani subsp. pisi)
C1GP85	KEX1_PARBA	640	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)
E3L8A5	KEX1_PUCGT	656	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)
A7EYY7	KEX1_SCLS1	642	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)
C7GWZ2	KEX1_YEAS2	737	Saccharomyces cerevisiae (strain JAY291) (Baker's yeast)
B9WJJ7	KEX1_CANDC	686	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)
Q6FTM9	KEX1_CANGA	730	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)
A8NYP0	KEX1_COPC7	618	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)
Q5BDJ6	KEX1_EMENI	631	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
A5E751	KEX1_LODEL	702	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)
B6H7A4	KEX1_PENRW	607	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)
O74702	KEX1_PICPA	623	Komagataella pastoris (Yeast) (Pichia pastoris)
B2W340	KEX1_PYRTR	639	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)
Q5U777	APR_RAT	105	Rattus norvegicus (Rat)
Q13794	APR_HUMAN	54	Homo sapiens (Human)
Q1PCT2	APR_CANLF	54	Canis lupus familiaris (Dog) (Canis familiaris)
Q9JM54	APR_MOUSE	103	Mus musculus (Mouse)
Q12017	PLP2_YEAST	286	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q0VCW8	PDCL3_BOVIN	240	Bos taurus (Bovine)
Q5RB77	PDCL3_PONAB	239	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q4KLJ8	PDCL3_RAT	240	Rattus norvegicus (Rat)
Q6P268	PDCL3_DANRE	239	Danio rerio (Zebrafish) (Brachydanio rerio)
Q8BVF2	PDCL3_MOUSE	240	Mus musculus (Mouse)
Q9H2J4	PDCL3_HUMAN	239	Homo sapiens (Human)
Q9C0D0	PHAR1_HUMAN	580	Homo sapiens (Human)
P9WGU1	PSTS1_MYCTU	374	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
Q86VZ5	SMS1_HUMAN	419	Homo sapiens (Human)
Q7TSX5	SMS1_RAT	419	Rattus norvegicus (Rat)
A0AAS4	SMS1_PIG	418	Sus scrofa (Pig)
Q7T3T4	SMS1_CHICK	417	Gallus gallus (Chicken)
Q8VCQ6	SMS1_MOUSE	419	Mus musculus (Mouse)
Q4JM44	SMS2_RAT	365	Rattus norvegicus (Rat)
Q4R763	SMS2_MACFA	365	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
Q9D4B1	SMS2_MOUSE	365	Mus musculus (Mouse)
Q8NHU3	SMS2_HUMAN	365	Homo sapiens (Human)
Q96S96	PEBP4_HUMAN	227	Homo sapiens (Human)
Q9D9G2	PEBP4_MOUSE	242	Mus musculus (Mouse)
Q8WUK0	PTPM1_HUMAN	201	Homo sapiens (Human)
O08586	PTEN_MOUSE	403	Mus musculus (Mouse)
P60484	PTEN_HUMAN	403	Homo sapiens (Human)
P60483	PTEN_CANLF	403	Canis lupus familiaris (Dog) (Canis familiaris)
Q9PUT6	PTEN_XENLA	402	Xenopus laevis (African clawed frog)
Q9ES52	SHIP1_MOUSE	1191	Mus musculus (Mouse)
Q92835	SHIP1_HUMAN	1189	Homo sapiens (Human)
P97573	SHIP1_RAT	1190	Rattus norvegicus (Rat)
Q86VP3	PACS2_HUMAN	889	Homo sapiens (Human)
Q3V3Q7	PACS2_MOUSE	862	Mus musculus (Mouse)
Q96FE7	P3IP1_HUMAN	263	Homo sapiens (Human)
B3EWQ8	PA2_BUNFA	16	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)
O15162	PLS1_HUMAN	318	Homo sapiens (Human)
Q9NRY6	PLS3_HUMAN	295	Homo sapiens (Human)
Q6QBQ4	PLS3_RAT	296	Rattus norvegicus (Rat)
Q9JIZ9	PLS3_MOUSE	296	Mus musculus (Mouse)
O94680	PDAT_SCHPO	632	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q9U8Q4	PRSN_PIERA	850	Pieris rapae (Small white butterfly) (Artogeia rapae)
Q9GV36	PRSN_PIEBR	850	Pieris brassicae (White butterfly) (Large white butterfly)
Q9NWS0	PIHD1_HUMAN	290	Homo sapiens (Human)
O00625	PIR_HUMAN	290	Homo sapiens (Human)
Q8UVX0	PIWL1_DANRE	858	Danio rerio (Zebrafish) (Brachydanio rerio)
Q8CDG1	PIWL2_MOUSE	971	Mus musculus (Mouse)
A2CEI6	PIWL2_DANRE	1046	Danio rerio (Zebrafish) (Brachydanio rerio)
Q8TC59	PIWL2_HUMAN	973	Homo sapiens (Human)
Q8TCE9	PPL13_HUMAN	139	Homo sapiens (Human)
Q75WF2	DNA2_ACAPL	358	Acanthaster planci (Crown-of-thorns starfish)
P06868	PLMN_BOVIN	812	Bos taurus (Bovine)
Q29485	PLMN_ERIEU	810	Erinaceus europaeus (Western European hedgehog)
O18783	PLMN_MACEU	806	Macropus eugenii (Tammar wallaby)
P12545	PLMN_MACMU	810	Macaca mulatta (Rhesus macaque)
P20918	PLMN_MOUSE	812	Mus musculus (Mouse)
Q5R8X6	PLMN_PONAB	810	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q7M323	PLMN_CAPHI	123	Capra hircus (Goat)
P80010	PLMN_HORSE	338	Equus caballus (Horse)
P00747	PLMN_HUMAN	810	Homo sapiens (Human)
P81286	PLMN_SHEEP	343	Ovis aries (Sheep)
P80009	PLMN_CANLF	333	Canis lupus familiaris (Dog) (Canis familiaris)
P06867	PLMN_PIG	809	Sus scrofa (Pig)
Q01177	PLMN_RAT	812	Rattus norvegicus (Rat)
P51866	PECA1_BOVIN	739	Bos taurus (Bovine)
P16284	PECA1_HUMAN	738	Homo sapiens (Human)
Q3SWT0	PECA1_RAT	678	Rattus norvegicus (Rat)
Q95242	PECA1_PIG	740	Sus scrofa (Pig)
Q08481	PECA1_MOUSE	727	Mus musculus (Mouse)
P16234	PGFRA_HUMAN	1089	Homo sapiens (Human)
Q96S99	PKHF1_HUMAN	279	Homo sapiens (Human)
Q3TB82	PKHF1_MOUSE	279	Mus musculus (Mouse)
Q68FU1	PKHF1_RAT	279	Rattus norvegicus (Rat)
Q5ZLY5	PKHF2_CHICK	249	Gallus gallus (Chicken)
Q9H8W4	PKHF2_HUMAN	249	Homo sapiens (Human)
Q7ZUV1	PKHF2_DANRE	247	Danio rerio (Zebrafish) (Brachydanio rerio)
Q91WB4	PKHF2_MOUSE	249	Mus musculus (Mouse)
Q5BJM5	PKHO1_RAT	408	Rattus norvegicus (Rat)
Q5F3C8	PKHO1_CHICK	423	Gallus gallus (Chicken)
Q9JIY0	PKHO1_MOUSE	408	Mus musculus (Mouse)
A4IFK0	PKHO1_BOVIN	409	Bos taurus (Bovine)
Q53GL0	PKHO1_HUMAN	409	Homo sapiens (Human)
A4IG55	PKHO1_DANRE	520	Danio rerio (Zebrafish) (Brachydanio rerio)
Q8WV24	PHLA1_HUMAN	401	Homo sapiens (Human)
Q62392	PHLA1_MOUSE	405	Mus musculus (Mouse)
Q9QZA1	PHLA1_RAT	407	Rattus norvegicus (Rat)
O08969	PHLA2_MOUSE	144	Mus musculus (Mouse)
Q53GA4	PHLA2_HUMAN	152	Homo sapiens (Human)
Q9Y5J5	PHLA3_HUMAN	127	Homo sapiens (Human)
Q8AW35	PHLA3_DANRE	127	Danio rerio (Zebrafish) (Brachydanio rerio)
Q5PQT7	PHLA3_RAT	125	Rattus norvegicus (Rat)
Q9WV95	PHLA3_MOUSE	125	Mus musculus (Mouse)
Q5ANA3	CDR1_CANAL	1501	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
P70208	PLXA3_MOUSE	1872	Mus musculus (Mouse)
Q8K4G9	PODO_RAT	383	Rattus norvegicus (Rat)
Q91X05	PODO_MOUSE	385	Mus musculus (Mouse)
P11940	PABP1_HUMAN	636	Homo sapiens (Human)
Q15022	SUZ12_HUMAN	739	Homo sapiens (Human)
Q9UHX1	PUF60_HUMAN	559	Homo sapiens (Human)
Q2HJG2	PUF60_BOVIN	530	Bos taurus (Bovine)
Q3UEB3	PUF60_MOUSE	564	Mus musculus (Mouse)
Q9WV25	PUF60_RAT	564	Rattus norvegicus (Rat)
Q5R469	PUF60_PONAB	558	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q6IQE0	PU60B_DANRE	516	Danio rerio (Zebrafish) (Brachydanio rerio)
Q3V188	ENDOU_MOUSE	412	Mus musculus (Mouse)
O18868	KCNB1_PIG	858	Sus scrofa (Pig)
Q03717	KCNB1_MOUSE	857	Mus musculus (Mouse)
Q14721	KCNB1_HUMAN	858	Homo sapiens (Human)
P15387	KCNB1_RAT	857	Rattus norvegicus (Rat)
Q9MZ19	KCNB1_RABIT	858	Oryctolagus cuniculus (Rabbit)
Q28BL7	PO2F1_XENTR	757	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
P16143	PO2F1_XENLA	758	Xenopus laevis (African clawed frog)
P20266	PO4F1_RAT	420	Rattus norvegicus (Rat)
Q01851	PO4F1_HUMAN	419	Homo sapiens (Human)
P17208	PO4F1_MOUSE	421	Mus musculus (Mouse)
Q79FE1	PPE41_MYCTU	194	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
O84616	PQQCL_CHLTR	231	Chlamydia trachomatis (strain D/UW-3/Cx)
Q9Z7E5	PQQCL_CHLPN	224	Chlamydia pneumoniae (Chlamydophila pneumoniae)
Q9PJC9	PQQCL_CHLMU	236	Chlamydia muridarum (strain MoPn / Nigg)
Q9NQX1	PRDM5_HUMAN	630	Homo sapiens (Human)
Q9CXE0	PRDM5_MOUSE	599	Mus musculus (Mouse)
Q9JIG8	PRAF2_MOUSE	178	Mus musculus (Mouse)
Q2KHX3	PRAF2_BOVIN	178	Bos taurus (Bovine)
Q4R4I9	PRAF2_MACFA	178	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
O60831	PRAF2_HUMAN	178	Homo sapiens (Human)
P15133	E3RDA_ADE02	91	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)
Q8R107	PRLD1_MOUSE	217	Mus musculus (Mouse)
Q9Y255	PRLD1_HUMAN	219	Homo sapiens (Human)
Q90673	PRLD1_CHICK	215	Gallus gallus (Chicken)
Q32KN9	PRLD1_BOVIN	219	Bos taurus (Bovine)
Q9UMS4	PRP19_HUMAN	504	Homo sapiens (Human)
Q9W6T7	PSN1_DANRE	456	Danio rerio (Zebrafish) (Brachydanio rerio)
Q4JIM4	PSN1_CHICK	468	Gallus gallus (Chicken)
Q8HXW5	PSN1_MACFA	467	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
P49768	PSN1_HUMAN	467	Homo sapiens (Human)
Q9XT97	PSN1_BOVIN	478	Bos taurus (Bovine)
P79802	PSN1_MICMU	467	Microcebus murinus (Lesser mouse lemur) (Gray Mouse Lemur)
O12976	PSN1_XENLA	433	Xenopus laevis (African clawed frog)
Q6RH31	PSN1_CANLF	466	Canis lupus familiaris (Dog) (Canis familiaris)
P49769	PSN1_MOUSE	467	Mus musculus (Mouse)
Q5R780	PSN1_PONAB	467	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
P97887	PSN1_RAT	468	Rattus norvegicus (Rat)
Q61144	PSN2_MOUSE	448	Mus musculus (Mouse)
Q5R5H4	PARL_PONAB	379	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9H300	PARL_HUMAN	379	Homo sapiens (Human)
Q3B8P0	PARL_RAT	377	Rattus norvegicus (Rat)
Q2KHV4	PARL_BOVIN	377	Bos taurus (Bovine)
Q5XJY4	PARL_MOUSE	377	Mus musculus (Mouse)
Q58EK4	PARL_DANRE	383	Danio rerio (Zebrafish) (Brachydanio rerio)
O23349	AO1_ARATH	650	Arabidopsis thaliana (Mouse-ear cress)
Q925B0	PAWR_MOUSE	333	Mus musculus (Mouse)
Q62627	PAWR_RAT	332	Rattus norvegicus (Rat)
Q96IZ0	PAWR_HUMAN	340	Homo sapiens (Human)
I0J062	PANO1_HUMAN	215	Homo sapiens (Human)
A5AB13	NM111_ASPNC	1028	Aspergillus niger (strain CBS 513.88 / FGSC A1513)
Q1E3N5	NM111_COCIM	1034	Coccidioides immitis (strain RS) (Valley fever fungus)
A1DP85	NM111_NEOFI	1028	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)
A3LX99	NM111_PICST	983	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)
Q4WLG1	NM111_ASPFU	1028	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)
A5DVI0	NM111_LODEL	979	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)
A5DAL3	NM111_PICGU	991	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)
Q75D90	NM111_ASHGO	977	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)
Q2TYB1	NM111_ASPOR	1027	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)
Q6CIT6	NM111_KLULA	985	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)
A6RG85	NM111_AJECN	1028	Ajellomyces capsulatus (strain NAm1 / WU24) (Darling's disease fungus) (Histoplasma capsulatum)
Q6BKM0	NM111_DEBHA	987	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)
Q0UY70	NM111_PHANO	1017	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)
A7TGI3	NM111_VANPO	990	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294) (Kluyveromyces polysporus)
P53920	NM111_YEAST	997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q0CSC0	NM111_ASPTN	1038	Aspergillus terreus (strain NIH 2624 / FGSC A1156)
Q7S9D2	NM111_NEUCR	1026	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
Q6BZQ9	NM111_YARLI	984	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)
Q2H334	NM111_CHAGB	1030	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)
A4RJH4	NM111_MAGO7	1029	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)
A1CUK5	NM111_ASPCL	1028	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)
Q6FLE2	NM111_CANGA	979	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)
A6ZRW1	NM111_YEAS7	997	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)
O10324	IAP2_NPVOP	236	Orgyia pseudotsugata multicapsid polyhedrosis virus (OpMNPV)
P41454	IAP2_NPVAC	249	Autographa californica nuclear polyhedrosis virus (AcMNPV)
Q9JJY4	DDX20_MOUSE	825	Mus musculus (Mouse)
Q9UHI6	DDX20_HUMAN	824	Homo sapiens (Human)
Q9H0S4	DDX47_HUMAN	455	Homo sapiens (Human)
Q29S22	DDX47_BOVIN	457	Bos taurus (Bovine)
Q9CWX9	DDX47_MOUSE	455	Mus musculus (Mouse)
A5A6J2	DDX5_PANTR	614	Pan troglodytes (Chimpanzee)
P17844	DDX5_HUMAN	614	Homo sapiens (Human)
Q4R6M5	DDX5_MACFA	614	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
Q61656	DDX5_MOUSE	614	Mus musculus (Mouse)
Q5R4I9	DDX5_PONAB	614	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q6Q899	DDX58_MOUSE	926	Mus musculus (Mouse)
Q9IA79	BI1_PAROL	237	Paralichthys olivaceus (Bastard halibut) (Hippoglossus olivaceus)
Q5BEJ8	AFOC_EMENI	297	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
Q29RA5	TIGRA_DANRE	256	Danio rerio (Zebrafish) (Brachydanio rerio)
B0G172	PGTB2_DICDI	339	Dictyostelium discoideum (Slime mold)
P51531	SMCA2_HUMAN	1590	Homo sapiens (Human)
Q9UNW8	GP132_HUMAN	380	Homo sapiens (Human)
Q9Z282	GP132_MOUSE	382	Mus musculus (Mouse)
A2AKX3	SETX_MOUSE	2646	Mus musculus (Mouse)
Q7Z333	SETX_HUMAN	2677	Homo sapiens (Human)
Q9VH48	CARM1_DROME	530	Drosophila melanogaster (Fruit fly)
Q54UF3	DCOR_DICDI	461	Dictyostelium discoideum (Slime mold)
Q58CU4	ZDH16_BOVIN	377	Bos taurus (Bovine)
Q4R7E2	ZDH16_MACFA	377	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
Q9ESG8	ZDH16_MOUSE	361	Mus musculus (Mouse)
Q969W1	ZDH16_HUMAN	377	Homo sapiens (Human)
Q9H3J6	CL065_HUMAN	166	Homo sapiens (Human)
P11301	VE4_BPV2	106	Bovine papillomavirus type 2
O74489	QOR_SCHPO	329	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
Q9QZA2	PDC6I_RAT	873	Rattus norvegicus (Rat)
Q9WU78	PDC6I_MOUSE	869	Mus musculus (Mouse)
Q8WUM4	PDC6I_HUMAN	868	Homo sapiens (Human)
O61667	EGL1_CAEEL	106	Caenorhabditis elegans
Q15116	PDCD1_HUMAN	288	Homo sapiens (Human)
Q02242	PDCD1_MOUSE	288	Mus musculus (Mouse)
Q8VE70	PDC10_MOUSE	212	Mus musculus (Mouse)
Q5ZIV5	PDC10_CHICK	212	Gallus gallus (Chicken)
Q8AVR4	PDC10_XENLA	212	Xenopus laevis (African clawed frog)
Q9BUL8	PDC10_HUMAN	212	Homo sapiens (Human)
Q6NX65	PDC10_RAT	210	Rattus norvegicus (Rat)
Q6DF07	PDC10_XENTR	212	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
Q6PHH3	PD10A_DANRE	210	Danio rerio (Zebrafish) (Brachydanio rerio)
Q6NWL1	PD10B_DANRE	210	Danio rerio (Zebrafish) (Brachydanio rerio)
Q2YDC9	PDCD2_BOVIN	344	Bos taurus (Bovine)
P46718	PDCD2_MOUSE	343	Mus musculus (Mouse)
P47816	PDCD2_RAT	343	Rattus norvegicus (Rat)
Q16342	PDCD2_HUMAN	344	Homo sapiens (Human)
Q61823	PDCD4_MOUSE	469	Mus musculus (Mouse)
Q5R8S3	PDCD4_PONAB	469	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9JID1	PDCD4_RAT	469	Rattus norvegicus (Rat)
Q98TX3	PDCD4_CHICK	467	Gallus gallus (Chicken)
Q53EL6	PDCD4_HUMAN	469	Homo sapiens (Human)
Q2HJH9	PDCD5_BOVIN	125	Bos taurus (Bovine)
Q5RBT0	PDCD5_PONAB	125	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
P56812	PDCD5_MOUSE	126	Mus musculus (Mouse)
O14737	PDCD5_HUMAN	125	Homo sapiens (Human)
O75340	PDCD6_HUMAN	191	Homo sapiens (Human)
P12815	PDCD6_MOUSE	191	Mus musculus (Mouse)
Q9WTY1	PDCD7_MOUSE	482	Mus musculus (Mouse)
Q8N8D1	PDCD7_HUMAN	485	Homo sapiens (Human)
P50580	PA2G4_MOUSE	394	Mus musculus (Mouse)
Q9UQ80	PA2G4_HUMAN	394	Homo sapiens (Human)
Q6AYD3	PA2G4_RAT	394	Rattus norvegicus (Rat)
O43272	PROD_HUMAN	600	Homo sapiens (Human)
Q5U1W2	PRR13_RAT	139	Rattus norvegicus (Rat)
Q9CQJ5	PRR13_MOUSE	137	Mus musculus (Mouse)
Q9NZ81	PRR13_HUMAN	148	Homo sapiens (Human)
O43586	PPIP1_HUMAN	416	Homo sapiens (Human)
P97814	PPIP1_MOUSE	415	Mus musculus (Mouse)
A5D7B7	SEPR_BOVIN	760	Bos taurus (Bovine)
Q12884	SEPR_HUMAN	760	Homo sapiens (Human)
P97321	SEPR_MOUSE	761	Mus musculus (Mouse)
O43490	PROM1_HUMAN	865	Homo sapiens (Human)
O54990	PROM1_MOUSE	867	Mus musculus (Mouse)
Q9W735	PRM1A_DANRE	826	Danio rerio (Zebrafish) (Brachydanio rerio)
A8T6A1	PCSK9_ATEGE	690	Ateles geoffroyi (Black-handed spider monkey) (Geoffroy's spider monkey)
A8T672	PCSK9_COLGU	692	Colobus guereza (Mantled guereza) (Eastern black-and-white colobus monkey)
Q8NBP7	PCSK9_HUMAN	692	Homo sapiens (Human)
A8T662	PCSK9_MACNE	692	Macaca nemestrina (Pig-tailed macaque)
A8T655	PCSK9_PANPA	692	Pan paniscus (Pygmy chimpanzee) (Bonobo)
A8T677	PCSK9_PLEMO	684	Plecturocebus moloch (Dusky titi monkey) (Callicebus moloch)
A8T688	PCSK9_CALJA	690	Callithrix jacchus (White-tufted-ear marmoset)
A8T650	PCSK9_GORGO	690	Gorilla gorilla gorilla (Western lowland gorilla)
A8T6A6	PCSK9_LAGLA	690	Lagothrix lagotricha (Brown woolly monkey) (Humboldt's woolly monkey)
A8T666	PCSK9_MACMU	692	Macaca mulatta (Rhesus macaque)
Q80W65	PCSK9_MOUSE	694	Mus musculus (Mouse)
P59996	PCSK9_RAT	691	Rattus norvegicus (Rat)
A8T658	PCSK9_PONPY	690	Pongo pygmaeus (Bornean orangutan)
A8T682	PCSK9_SAGLB	686	Saguinus labiatus (Red-chested mustached tamarin)
A8T644	PCSK9_PANTR	692	Pan troglodytes (Chimpanzee)
A8T695	PCSK9_SAIBB	691	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)
Q16647	PTGIS_HUMAN	500	Homo sapiens (Human)
Q29626	PTGIS_BOVIN	500	Bos taurus (Bovine)
O35074	PTGIS_MOUSE	501	Mus musculus (Mouse)
Q62969	PTGIS_RAT	501	Rattus norvegicus (Rat)
O14684	PTGES_HUMAN	152	Homo sapiens (Human)
P27607	PGH2_CHICK	603	Gallus gallus (Chicken)
